3 1 151
5890.2	5897.4	5831.8	5831.8	5374.38	
5877	5911.9	5870.4	5890.3	5374.02	
5877.2	5899.2	5864.8	5877	5374.07	
5892.2	5943.7	5869	5877.2	5374.05	
5895.5	5913.4	5874.5	5892.2	5374.02	
5850.8	5896.9	5824.2	5895.5	5374.36	
5879.3	5879.3	5820	5850.8	5374.46	
5858.1	5899	5858.1	5879.3	5374.09	
5778	5819.7	5756.4	5770.9	5374.83	
5681.7	5785.3	5680.8	5778	5375.34	
5701	5712.6	5658.3	5681.7	5375.62	
5707.6	5721.1	5654.6	5701	5375.66	
5765	5765	5707.6	5707.6	5375.27	
5860.6	5860.6	5751.9	5765	5375.04	
5857.3	5899.3	5842.7	5860.6	5374.22	
5896.9	5896.9	5844	5857.3	5374.29	
5888.9	5901	5856.5	5896.9	5374.16	
5890	5908.5	5858.4	5888.9	5374.15	
5826.7	5897.1	5826.7	5890	5374.29	
5883.5	5883.5	5815.7	5826.7	5374.51	
5884.4	5884.5	5848.3	5883.5	5374.23	
5833.4	5884.4	5833.4	5884.4	5374.25	
5791.5	5865.7	5791.5	5833.4	5374.54	
6083.4	6114.5	6039.9	6042	5373.03	
6105.6	6110	6079.6	6083.4	5372.78	
6067.1	6109.7	6054.6	6105.6	5372.88	
6091.7	6133.5	6058.8	6067.1	5372.9	
6036.9	6093.1	6033.9	6091.7	5372.98	
6010	6045.8	6001.1	6036.9	5373.19	
6082.1	6100	6008.7	6010	5373.27	
6023.1	6090.7	6022.3	6082.1	5373.04	
6023.1	6023.1	6023.1	6023.1	5373.05	
6060	6060	6023.1	6023.1	5373.12	
6104.3	6104.6	6026.2	6060	5373.18	
6086.6	6126.5	6086.6	6104.3	5372.68	
6098.7	6128.8	6084.6	6086.6	5372.72	
6132.7	6136.5	6098.7	6098.7	5372.69	
6081.4	6137.1	6077.9	6132.7	5372.73	
5844.1	5880	5803.7	5833	5374.53	
5791.5	5844.1	5783.9	5844.1	5374.61	
5875.9	5877.4	5788.7	5791.5	5374.73	
5860.5	5893.3	5860.5	5875.9	5374.07	
5836	5864	5836	5860.5	5374.24	
5872.4	5878.8	5829.4	5836	5374.37	
5857.7	5877.6	5836.8	5872.4	5374.27	
5863	5888	5856.9	5857.7	5374.11	
5846.2	5866.7	5839.4	5863	5374.23	
5828.9	5863.3	5822.4	5846.2	5374.34	
5791.5	5828.9	5791.5	5828.9	5374.55	
5792.3	5814.5	5780.9	5791.5	5374.65	
5793.5	5828.6	5773.7	5792.3	5374.71	
5764.1	5793.5	5760.3	5793.5	5374.78	
5808.7	5808.7	5764.1	5764.1	5374.83	
0	9.09495e-013	0	0	5489.07	
